Kunden-Nr (AB) rel;Rechungskonto_2017;Rechnungskonto_2024;Kundenreferenz_bei_VF;Name des Rechnungsempfängers;zusätzlicher Text;Rechtsform;Straße;Hausnr.;PLZ;Ort;InfoRKTO;Freigabe(J/N) oder Datum
1938676858;1045196993;0;;Verwaltungsgemeinschaft Zolling;;;Rathausplatz;1;85406;Zolling;<h3>Rechnungsanschrift: </h3><p>Verwaltungsgemeinschaft Zolling <br>Rathausplatz 1<br>85406 Zolling<p>Kundenreferenz bei Vodafone: ;
1938677029;1039632409;0;;Gemeinde Atting;;;Schlossplatz ;2;94369;Rain;<h3>Rechnungsanschrift: </h3><p>Gemeinde Atting <br>Schlossplatz  2<br>94369 Rain<p>Kundenreferenz bei Vodafone: ;
1938678840;1039634070;0;;Gemeinde Aubstadt;;;Dorfplatz ;1;97633;Aubstadt;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aubstadt <br>Dorfplatz  1<br>97633 Aubstadt<p>Kundenreferenz bei Vodafone: ;
1938678099;1039633329;0;;Gemeinde Auerbach;;;Hauptstr. ;8;94530;Auerbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Auerbach <br>Hauptstr.  8<br>94530 Auerbach<p>Kundenreferenz bei Vodafone: ;
1938676881;1039632161;0;;Gemeinde Aufhausen;;;Schulstr. ;26;93104;Sünching;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aufhausen <br>Schulstr.  26<br>93104 Sünching<p>Kundenreferenz bei Vodafone: ;
1938677230;1039632460;0;;Gemeinde Aufseß;;;Schulstraße ;145;91347;Aufseß;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aufseß <br>Schulstraße  145<br>91347 Aufseß<p>Kundenreferenz bei Vodafone: ;
1938677155;1039632335;0;;Gemeinde Auhausen;;;Klosterstr. ;12;86736;Auhausen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Auhausen <br>Klosterstr.  12<br>86736 Auhausen<p>Kundenreferenz bei Vodafone: ;
1938678713;1039633943;0;;Gemeinde Aura a.d.Saale;;;An der Burg ;171;97717;Aura a.d.Saale;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aura a.d.Saale <br>An der Burg  171<br>97717 Aura a.d.Saale<p>Kundenreferenz bei Vodafone: ;
1938676982;1039632212;0;;Gemeinde Aura i.Sinngrund;;;Schulstr. ;3;97773;Aura i.Sinngrund;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aura i.Sinngrund <br>Schulstr.  3<br>97773 Aura i.Sinngrund<p>Kundenreferenz bei Vodafone: ;
1938678234;1039633464;0;;Gemeinde Aurach;;;Im Mooshof ;4;91589;Aurach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aurach <br>Im Mooshof  4<br>91589 Aurach<p>Kundenreferenz bei Vodafone: ;
1938677921;1039633151;0;;Gemeinde Aurachtal;;;Lange Straße ;2;91086;Aurachtal;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aurachtal <br>Lange Straße  2<br>91086 Aurachtal<p>Kundenreferenz bei Vodafone: ;
1938678363;1039633593;0;;Gemeinde Außernzell;;;Eginger Str. ;1;94532;Außernzell;<h3>Rechnungsanschrift: </h3><p>Gemeinde Außernzell <br>Eginger Str.  1<br>94532 Außernzell<p>Kundenreferenz bei Vodafone: ;
1938677511;1039632741;0;;Gemeinde Aying;;;Kirchgasse ;4;85653;Aying;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aying <br>Kirchgasse  4<br>85653 Aying<p>Kundenreferenz bei Vodafone: ;
1938678613;1039633843;0;;Gemeinde Aystetten;;;Bäckergasse ;2;86482;Aystetten;<h3>Rechnungsanschrift: </h3><p>Gemeinde Aystetten <br>Bäckergasse  2<br>86482 Aystetten<p>Kundenreferenz bei Vodafone: ;
1938676106;1039631886;0;;Gemeinde Baar (Schwaben);;;Postweg ;3;86674;Baar (Schwaben);<h3>Rechnungsanschrift: </h3><p>Gemeinde Baar (Schwaben) <br>Postweg  3<br>86674 Baar (Schwaben)<p>Kundenreferenz bei Vodafone: ;
1938676101;1039631881;0;;Gemeinde Baar-Ebenhausen;;;Münchener Str. ;55;85107;Baar-Ebenhausen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Baar-Ebenhausen <br>Münchener Str.  55<br>85107 Baar-Ebenhausen<p>Kundenreferenz bei Vodafone: ;
1938677362;1039632592;0;;Gemeinde Babensham;;;Raiffeisenstr. ;3;83547;Babensham;<h3>Rechnungsanschrift: </h3><p>Gemeinde Babensham <br>Raiffeisenstr.  3<br>83547 Babensham<p>Kundenreferenz bei Vodafone: ;
1938677022;1039632402;0;;Gemeinde Bach a.d.Donau;;;Wörther Straße ;5;93093;Donaustauf;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bach a.d.Donau <br>Wörther Straße  5<br>93093 Donaustauf<p>Kundenreferenz bei Vodafone: ;
1938676931;1039632361;0;;Gemeinde Bachhagel;;;Ringstraße ;35;89428;Syrgenstein;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bachhagel <br>Ringstraße  35<br>89428 Syrgenstein<p>Kundenreferenz bei Vodafone: ;
1938678918;1039634148;0;;Gemeinde Bächingen a.d.Brenz;;;Hauptstr. ;15;89431;Bächingen a.d.Brenz;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bächingen a.d.Brenz <br>Hauptstr.  15<br>89431 Bächingen a.d.Brenz<p>Kundenreferenz bei Vodafone: ;
1938678474;1039633704;0;;Gemeinde Bad Alexandersbad;;;Markgrafenstr. ;28;95680;Bad Alexandersbad;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Alexandersbad <br>Markgrafenstr.  28<br>95680 Bad Alexandersbad<p>Kundenreferenz bei Vodafone: ;
1938678736;1039633966;0;;Gemeinde Bad Bayersoien;;;Dorfstr. ;45;82435;Bad Bayersoien;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Bayersoien <br>Dorfstr.  45<br>82435 Bad Bayersoien<p>Kundenreferenz bei Vodafone: ;
1938678419;1039633649;0;;Gemeinde Bad Feilnbach;;;Bahnhofstr. ;5;83075;Bad Feilnbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Feilnbach <br>Bahnhofstr.  5<br>83075 Bad Feilnbach<p>Kundenreferenz bei Vodafone: ;
1938676936;1039632366;0;;Gemeinde Bad Füssing;;;Rathausstraße ;6;94072;Bad Füssing;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Füssing <br>Rathausstraße  6<br>94072 Bad Füssing<p>Kundenreferenz bei Vodafone: ;
1938678662;1039633892;0;;Gemeinde Bad Heilbrunn;;;Badstr. ;3;83670;Bad Heilbrunn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Heilbrunn <br>Badstr.  3<br>83670 Bad Heilbrunn<p>Kundenreferenz bei Vodafone: ;
1938677799;1039633029;0;;Gemeinde Bad Kohlgrub;;;Hauptstr. ;29;82433;Bad Kohlgrub;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Kohlgrub <br>Hauptstr.  29<br>82433 Bad Kohlgrub<p>Kundenreferenz bei Vodafone: ;
1938677763;1039632993;0;;Gemeinde Bad Wiessee;;;Sanktjohanserstr. ;12;83707;Bad Wiessee;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bad Wiessee <br>Sanktjohanserstr.  12<br>83707 Bad Wiessee<p>Kundenreferenz bei Vodafone: ;
1938678012;1039633242;0;;Gemeinde Baierbach;;;Kirchplatz ;1;84171;Baierbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Baierbach <br>Kirchplatz  1<br>84171 Baierbach<p>Kundenreferenz bei Vodafone: ;
1938678669;1039633899;0;;Gemeinde Baierbrunn;;;Bahnhofstr. ;2;82065;Baierbrunn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Baierbrunn <br>Bahnhofstr.  2<br>82065 Baierbrunn<p>Kundenreferenz bei Vodafone: ;
1938677013;1039632393;0;;Gemeinde Baiern;;;Kulbing ;1;85625;Baiern;<h3>Rechnungsanschrift: </h3><p>Gemeinde Baiern <br>Kulbing  1<br>85625 Baiern<p>Kundenreferenz bei Vodafone: ;
1938677127;1039632307;0;;Gemeinde Baisweil;;;St.-Anna-Straße ;24;87650;Baisweil;<h3>Rechnungsanschrift: </h3><p>Gemeinde Baisweil <br>St.-Anna-Straße  24<br>87650 Baisweil<p>Kundenreferenz bei Vodafone: ;
1938678517;1039633747;0;;Gemeinde Balderschwang;;;Dorf ;16;87538;Balderschwang;<h3>Rechnungsanschrift: </h3><p>Gemeinde Balderschwang <br>Dorf  16<br>87538 Balderschwang<p>Kundenreferenz bei Vodafone: ;
1938676905;1039632185;0;;Gemeinde Balzhausen;1. Bgm Daniel Mayer;;Edmund-Zimmermann-Straße ;3;86470;Thannhausen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Balzhausen 1. Bgm Daniel Mayer<br>Edmund-Zimmermann-Straße  3<br>86470 Thannhausen<p>Kundenreferenz bei Vodafone: ;
1938676905;1046262791;0;;Gemeinde Balzhausen;1. Bgm Daniel Mayer;;Edmund-Zimmermann-Straße ;3;86470;Thannhausen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Balzhausen 1. Bgm Daniel Mayer<br>Edmund-Zimmermann-Straße  3<br>86470 Thannhausen<p>Kundenreferenz bei Vodafone: ;
1938677967;1039633197;0;;Gemeinde Barbing;;;Kirchstr. ;1;93092;Barbing;<h3>Rechnungsanschrift: </h3><p>Gemeinde Barbing <br>Kirchstr.  1<br>93092 Barbing<p>Kundenreferenz bei Vodafone: ;
1938677681;1039632911;0;;Gemeinde Bastheim;;;Obergasse ;20;97654;Bastheim;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bastheim <br>Obergasse  20<br>97654 Bastheim<p>Kundenreferenz bei Vodafone: ;
1938678815;1039634045;0;;Gemeinde Bayerbach;;;Neuer Marktplatz ;1;84364;Bad Birnbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bayerbach <br>Neuer Marktplatz  1<br>84364 Bad Birnbach<p>Kundenreferenz bei Vodafone: ;
1938677495;1039632725;0;;Gemeinde Bayerbach b.Ergoldsbach;;;Marktstr. ;4;84092;Bayerbach b.Ergoldsbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bayerbach b.Ergoldsbach <br>Marktstr.  4<br>84092 Bayerbach b.Ergoldsbach<p>Kundenreferenz bei Vodafone: ;
1938679025;1039634255;0;;Gemeinde Bayerisch Eisenstein;;;Anton-Pech-Weg ;2;94252;Bayerisch Eisenstein;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bayerisch Eisenstein <br>Anton-Pech-Weg  2<br>94252 Bayerisch Eisenstein<p>Kundenreferenz bei Vodafone: ;
1938678079;1039633309;0;;Gemeinde Bayerisch Gmain;;;Großgmainer Str. ;12;83457;Bayerisch Gmain;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bayerisch Gmain <br>Großgmainer Str.  12<br>83457 Bayerisch Gmain<p>Kundenreferenz bei Vodafone: ;
1938677416;1039632546;0;;Gemeinde Bayrischzell;;;Kirchplatz ;2;83735;Bayrischzell;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bayrischzell <br>Kirchplatz  2<br>83735 Bayrischzell<p>Kundenreferenz bei Vodafone: ;
1938677700;1039632930;0;;Gemeinde Bechtsrieth;;;Hauptstr. ;29;92699;Bechtsrieth;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bechtsrieth <br>Hauptstr.  29<br>92699 Bechtsrieth<p>Kundenreferenz bei Vodafone: ;
1938677192;1039632272;0;;Gemeinde Bellenberg;;;Memminger Str. ;7;89287;Bellenberg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bellenberg <br>Memminger Str.  7<br>89287 Bellenberg<p>Kundenreferenz bei Vodafone: ;
1938677505;1039632735;0;;Gemeinde Benediktbeuern;;;Prälatenstrasse ;7;83671;Benediktbeuern;<h3>Rechnungsanschrift: </h3><p>Gemeinde Benediktbeuern <br>Prälatenstrasse  7<br>83671 Benediktbeuern<p>Kundenreferenz bei Vodafone: ;
1938677874;1039633104;0;;Gemeinde Benningen;;;Hauptstraße ;18;87734;Benningen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Benningen <br>Hauptstraße  18<br>87734 Benningen<p>Kundenreferenz bei Vodafone: ;
1938676847;1039632127;0;;Gemeinde Berg;;;Ratsgasse ;1;82335;Berg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Berg <br>Ratsgasse  1<br>82335 Berg<p>Kundenreferenz bei Vodafone: ;
1938678065;1039633295;0;;Gemeinde Berg;;;Kirchplatz ;2;95180;Berg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Berg <br>Kirchplatz  2<br>95180 Berg<p>Kundenreferenz bei Vodafone: ;
1938677942;1039633172;0;;Gemeinde Berg b.Neumarkt i.d.OPf.;;;Herrnstr. ;1;92348;Berg b.Neumarkt i.d.OPf.;<h3>Rechnungsanschrift: </h3><p>Gemeinde Berg b.Neumarkt i.d.OPf. <br>Herrnstr.  1<br>92348 Berg b.Neumarkt i.d.OPf.<p>Kundenreferenz bei Vodafone: ;
1938678142;1039633372;0;;Gemeinde Berg im Gau;;;Herzoganger ;1;86529;Schrobenhausen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Berg im Gau <br>Herzoganger  1<br>86529 Schrobenhausen<p>Kundenreferenz bei Vodafone: ;
1938678137;1039633367;0;;Gemeinde Bergen;;;Hochfellnstr. ;14;83346;Bergen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bergen <br>Hochfellnstr.  14<br>83346 Bergen<p>Kundenreferenz bei Vodafone: ;
1938676082;1039631862;0;;Gemeinde Bergheim;;;Schulstr. ;9;86673;Bergheim;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bergheim <br>Schulstr.  9<br>86673 Bergheim<p>Kundenreferenz bei Vodafone: ;
1938678183;1039633413;0;;Gemeinde Bergkirchen;;;Johann-Michael-Fischer-Str. ;1;85232;Bergkirchen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bergkirchen <br>Johann-Michael-Fischer-Str.  1<br>85232 Bergkirchen<p>Kundenreferenz bei Vodafone: ;
1938677454;1039632584;0;;Gemeinde Berglern;;;Marktplatz ;8;85456;Wartenberg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Berglern <br>Marktplatz  8<br>85456 Wartenberg<p>Kundenreferenz bei Vodafone: ;
1938677644;1039632874;0;;Gemeinde Bergrheinfeld;;;Hauptstr. ;38;97493;Bergrheinfeld;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bergrheinfeld <br>Hauptstr.  38<br>97493 Bergrheinfeld<p>Kundenreferenz bei Vodafone: ;
1938677556;1039632786;0;;Gemeinde Bergtheim;;;Am Marktplatz ;8;97241;Bergtheim;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bergtheim <br>Am Marktplatz  8<br>97241 Bergtheim<p>Kundenreferenz bei Vodafone: ;
1938676096;1039631876;0;;Gemeinde Bernau a.Chiemsee;;;Rathausplatz ;1;83233;Bernau a.Chiemsee;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bernau a.Chiemsee <br>Rathausplatz  1<br>83233 Bernau a.Chiemsee<p>Kundenreferenz bei Vodafone: ;
1938679062;1039634292;0;;Gemeinde Bernbeuren;;;Marktplatz ;4;86975;Bernbeuren;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bernbeuren <br>Marktplatz  4<br>86975 Bernbeuren<p>Kundenreferenz bei Vodafone: ;
1938677036;1039632416;0;;Gemeinde Bernhardswald;;;Rathausplatz ;1;93170;Bernhardswald;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bernhardswald <br>Rathausplatz  1<br>93170 Bernhardswald<p>Kundenreferenz bei Vodafone: ;
1938678845;1039634075;0;;Gemeinde Bernried;;;Birket ;34;94505;Bernried;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bernried <br>Birket  34<br>94505 Bernried<p>Kundenreferenz bei Vodafone: ;
1938678366;1039633596;0;;Gemeinde Bernried am Starnberger See;;;Dorfstr. ;26;82347;Bernried am Starnberger See;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bernried am Starnberger See <br>Dorfstr.  26<br>82347 Bernried am Starnberger See<p>Kundenreferenz bei Vodafone: ;
1938679000;1039634230;0;;Gemeinde Bessenbach;EDV;;Ludwig-Straub-Straße ;2;63856;Bessenbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bessenbach EDV<br>Ludwig-Straub-Straße  2<br>63856 Bessenbach<p>Kundenreferenz bei Vodafone: ;
1938678230;1039633460;0;;Gemeinde Betzigau;;;Rotkreuzstr. ;2;87488;Betzigau;<h3>Rechnungsanschrift: </h3><p>Gemeinde Betzigau <br>Rotkreuzstr.  2<br>87488 Betzigau<p>Kundenreferenz bei Vodafone: ;
1938679093;1039634323;0;;Gemeinde Beutelsbach;;;Dorfplatz ;8;94501;Beutelsbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Beutelsbach <br>Dorfplatz  8<br>94501 Beutelsbach<p>Kundenreferenz bei Vodafone: ;
1938678022;1039633252;0;;Gemeinde Bibertal;;;Hauptstr.;2;89346;Bibertal;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bibertal <br>Hauptstr. 2<br>89346 Bibertal<p>Kundenreferenz bei Vodafone: ;
1938678373;1039633603;0;;Gemeinde Biburg;;;Marienplatz ;13;93354;Siegenburg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Biburg <br>Marienplatz  13<br>93354 Siegenburg<p>Kundenreferenz bei Vodafone: ;
1938678118;1039633348;0;;Gemeinde Bichl;;;Kocheler Str. ;9;83673;Bichl;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bichl <br>Kocheler Str.  9<br>83673 Bichl<p>Kundenreferenz bei Vodafone: ;
1938678787;1039634017;0;;Gemeinde Bidingen;;;Dorfstraße ;8;87651;Bidingen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bidingen <br>Dorfstraße  8<br>87651 Bidingen<p>Kundenreferenz bei Vodafone: ;
1938678302;1039633532;0;;Gemeinde Biebelried;;;Hauptstr. ;4;97318;Biebelried;<h3>Rechnungsanschrift: </h3><p>Gemeinde Biebelried <br>Hauptstr.  4<br>97318 Biebelried<p>Kundenreferenz bei Vodafone: ;
1938679071;1039634301;0;;Gemeinde Bieberehren;;;Hauptstr. ;16;97243;Bieberehren;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bieberehren <br>Hauptstr.  16<br>97243 Bieberehren<p>Kundenreferenz bei Vodafone: ;
1938677160;1039632340;0;;Gemeinde Biessenhofen;;;Füssener Str. ;12;87640;Biessenhofen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Biessenhofen <br>Füssener Str.  12<br>87640 Biessenhofen<p>Kundenreferenz bei Vodafone: ;
1938677137;1039632317;0;;Gemeinde Bindlach;;;Rathausplatz ;1;95463;Bindlach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bindlach <br>Rathausplatz  1<br>95463 Bindlach<p>Kundenreferenz bei Vodafone: ;
1938678921;1039634151;0;;Gemeinde Binswangen;;;Hauptstr. ;22;86637;Binswangen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Binswangen <br>Hauptstr.  22<br>86637 Binswangen<p>Kundenreferenz bei Vodafone: ;
1938677954;1039633184;0;;Gemeinde Birgland;;;Am Dorfplatz;5;92278;Illschwang;<h3>Rechnungsanschrift: </h3><p>Gemeinde Birgland <br>Am Dorfplatz 5<br>92278 Illschwang<p>Kundenreferenz bei Vodafone: ;
1938677316;1039632496;0;;Gemeinde Birkenfeld;;;Langgasse ;19;97834;Birkenfeld;<h3>Rechnungsanschrift: </h3><p>Gemeinde Birkenfeld <br>Langgasse  19<br>97834 Birkenfeld<p>Kundenreferenz bei Vodafone: ;
1938676090;1039631870;0;;Gemeinde Bischberg;;;Schulstr. ;16;96120;Bischberg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bischberg <br>Schulstr.  16<br>96120 Bischberg<p>Kundenreferenz bei Vodafone: ;
1938677060;1039632440;0;;Gemeinde Bischbrunn;;;Grundstr. ;55;97836;Bischbrunn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bischbrunn <br>Grundstr.  55<br>97836 Bischbrunn<p>Kundenreferenz bei Vodafone: ;
1938677721;1039632951;0;;Gemeinde Bischofsgrün;;;Jägerstraße ;9;95493;Bischofsgrün;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bischofsgrün <br>Jägerstraße  9<br>95493 Bischofsgrün<p>Kundenreferenz bei Vodafone: ;
1938677882;1039633112;0;;Gemeinde Bischofsmais;;;Hauptstr. ;34;94253;Bischofsmais;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bischofsmais <br>Hauptstr.  34<br>94253 Bischofsmais<p>Kundenreferenz bei Vodafone: ;
1938677719;1039632949;0;;Gemeinde Bischofswiesen;;;Rathausplatz ;2;83483;Bischofswiesen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bischofswiesen <br>Rathausplatz  2<br>83483 Bischofswiesen<p>Kundenreferenz bei Vodafone: ;
1938677917;1039633147;0;;Gemeinde Blaibach;;;Kirchplatz ;6;93476;Blaibach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Blaibach <br>Kirchplatz  6<br>93476 Blaibach<p>Kundenreferenz bei Vodafone: ;
1938678073;1039633303;0;;Gemeinde Blaichach;;;Kirchplatz ;3;87544;Blaichach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Blaichach <br>Kirchplatz  3<br>87544 Blaichach<p>Kundenreferenz bei Vodafone: ;
1938677368;1039632598;0;;Gemeinde Blankenbach;;;Untere Au ;16;63825;Blankenbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Blankenbach <br>Untere Au  16<br>63825 Blankenbach<p>Kundenreferenz bei Vodafone: ;
1938677270;1039632650;0;;Gemeinde Blindheim;;;Weiherbrunnenstr. ;9;89434;Blindheim;<h3>Rechnungsanschrift: </h3><p>Gemeinde Blindheim <br>Weiherbrunnenstr.  9<br>89434 Blindheim<p>Kundenreferenz bei Vodafone: ;
1938678258;1039633488;0;;Gemeinde Böbing;;;Kirchstr. ;22;82389;Böbing;<h3>Rechnungsanschrift: </h3><p>Gemeinde Böbing <br>Kirchstr.  22<br>82389 Böbing<p>Kundenreferenz bei Vodafone: ;
1938678140;1039633370;0;;Gemeinde Böbrach;;;Rathausplatz ;1;94255;Böbrach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Böbrach <br>Rathausplatz  1<br>94255 Böbrach<p>Kundenreferenz bei Vodafone: ;
1938678241;1039633471;0;;Gemeinde Bockhorn;;;Rathausplatz ;1;85461;Bockhorn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bockhorn <br>Rathausplatz  1<br>85461 Bockhorn<p>Kundenreferenz bei Vodafone: ;
1938678884;1039634114;0;;Gemeinde Bodenkirchen;Kasse;;Ebenhauserstr. ;1;84155;Bodenkirchen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bodenkirchen Kasse<br>Ebenhauserstr.  1<br>84155 Bodenkirchen<p>Kundenreferenz bei Vodafone: ;
1938678884;1047894841;0;;Soccerpark Bayern;Herrn Franz Ohneis;;Willaberg;3;84155;Bodenkirchen;<h3>Rechnungsanschrift: </h3><p>Soccerpark Bayern Herrn Franz Ohneis<br>Willaberg 3<br>84155 Bodenkirchen<p>Kundenreferenz bei Vodafone: ;
1938677430;1039632560;0;;Gemeinde Bodenwöhr;;;Schwandorfer Str. ;20;92439;Bodenwöhr;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bodenwöhr <br>Schwandorfer Str.  20<br>92439 Bodenwöhr<p>Kundenreferenz bei Vodafone: ;
1938677443;1039632573;0;;Gemeinde Bodolz;;;Rathausstr. ;20;88131;Bodolz;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bodolz <br>Rathausstr.  20<br>88131 Bodolz<p>Kundenreferenz bei Vodafone: ;
1938676873;1039632153;0;;Gemeinde Böhen;;;Wiesenstr. ;4;87736;Böhen;<h3>Rechnungsanschrift: </h3><p>Gemeinde Böhen <br>Wiesenstr.  4<br>87736 Böhen<p>Kundenreferenz bei Vodafone: ;
1938677526;1039632756;0;;Gemeinde Böhmfeld;;;Hofstetter Str. ;3;85113;Böhmfeld;<h3>Rechnungsanschrift: </h3><p>Gemeinde Böhmfeld <br>Hofstetter Str.  3<br>85113 Böhmfeld<p>Kundenreferenz bei Vodafone: ;
1938677388;1039632618;0;;Gemeinde Bolsterlang;;;Rathausweg ;4;87538;Bolsterlang;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bolsterlang <br>Rathausweg  4<br>87538 Bolsterlang<p>Kundenreferenz bei Vodafone: ;
1938679089;1039634319;0;;Gemeinde Bonstetten;;;Bahnhofstr. ;4;86486;Bonstetten;<h3>Rechnungsanschrift: </h3><p>Gemeinde Bonstetten <br>Bahnhofstr.  4<br>86486 Bonstetten<p>Kundenreferenz bei Vodafone: ;
1938677975;1039633205;0;;Gemeinde Boos;;;Fuggerstr. ;3;87737;Boos;<h3>Rechnungsanschrift: </h3><p>Gemeinde Boos <br>Fuggerstr.  3<br>87737 Boos<p>Kundenreferenz bei Vodafone: ;
1938677250;1039632480;0;;Gemeinde Brand;;;Max-Reger-Straße ;7;95682;Brand;<h3>Rechnungsanschrift: </h3><p>Gemeinde Brand <br>Max-Reger-Straße  7<br>95682 Brand<p>Kundenreferenz bei Vodafone: ;
1938677125;1039632305;0;;Gemeinde Brannenburg;;;Schulweg ;2;83098;Brannenburg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Brannenburg <br>Schulweg  2<br>83098 Brannenburg<p>Kundenreferenz bei Vodafone: ;
1938678788;1039634018;0;;Gemeinde Breitbrunn;;;Lußberger Weg ;3;96151;Breitbrunn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitbrunn <br>Lußberger Weg  3<br>96151 Breitbrunn<p>Kundenreferenz bei Vodafone: ;
1938677418;1039632548;0;;Gemeinde Breitbrunn a.Chiemsee;;;Gollenshausener Str. ;1;83254;Breitbrunn a.Chiemsee;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitbrunn a.Chiemsee <br>Gollenshausener Str.  1<br>83254 Breitbrunn a.Chiemsee<p>Kundenreferenz bei Vodafone: ;
1938677520;1039632750;0;;Gemeinde Breitenberg;;;Rathausplatz ;3;94139;Breitenberg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitenberg <br>Rathausplatz  3<br>94139 Breitenberg<p>Kundenreferenz bei Vodafone: ;
1938676956;1039632386;0;;Gemeinde Breitenbrunn;;;Kirchstr. ;1;87739;Breitenbrunn;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitenbrunn <br>Kirchstr.  1<br>87739 Breitenbrunn<p>Kundenreferenz bei Vodafone: ;
1938677203;1039632283;0;;Gemeinde Breitengüßbach;;;Kirchplatz ;4;96149;Breitengüßbach;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitengüßbach <br>Kirchplatz  4<br>96149 Breitengüßbach<p>Kundenreferenz bei Vodafone: ;
1938677981;1039633211;0;;Gemeinde Breitenthal;;;Kapellenweg ;10;86488;Breitenthal;<h3>Rechnungsanschrift: </h3><p>Gemeinde Breitenthal <br>Kapellenweg  10<br>86488 Breitenthal<p>Kundenreferenz bei Vodafone: ;
1938678062;1039633292;0;;Gemeinde Brennberg;;;Lerchenfeldstr. ;1;93179;Brennberg;<h3>Rechnungsanschrift: </h3><p>Gemeinde Brennberg <br>Lerchenfeldstr.  1<br>93179 Brennberg<p>Kundenreferenz bei Vodafone: ;
