UUID;AB_gruppe;adresse;Name;Strasse;Hsnr;Plz;Ort;Info AB
b7a50dfe-9c50-4648-b41e-03969a7dd777;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Rohrbach, Rohrbach 20, 84513 Erharting;Verwaltungsgemeinschaft Rohrbach;Rohrbach;20;84513;Erharting;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Rohrbach<br>Rohrbach 20<br>84513 Erharting
1625d162-e2a8-4e63-aea6-4782c4c91b37;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Roßhaupten, Hauptstraße 10, 87672 Roßhaupten;Verwaltungsgemeinschaft Roßhaupten;Hauptstraße;10;87672;Roßhaupten;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Roßhaupten<br>Hauptstraße 10<br>87672 Roßhaupten
b6bd8a72-15a9-47d7-b70f-e2b82ca11ddd;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Rothenburg ob der Tauber, Laiblestraße 31, 91541 Rothenburg ob der Tauber;Verwaltungsgemeinschaft Rothenburg ob der Tauber;Laiblestraße;31;91541;Rothenburg ob der Tauber;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Rothenburg ob der Tauber<br>Laiblestraße 31<br>91541 Rothenburg ob der Tauber
a8c98145-ec54-40cd-89c8-7b9468c81cb2;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Röttingen, Marktplatz 1, 97285 Röttingen;Verwaltungsgemeinschaft Röttingen;Marktplatz;1;97285;Röttingen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Röttingen<br>Marktplatz 1<br>97285 Röttingen
2864792f-6980-4bb3-886f-ae4c3c02b9bd;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schauenstein, Rathausplatz 1, 95197 Schauenstein;Verwaltungsgemeinschaft Schauenstein;Rathausplatz;1;95197;Schauenstein;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schauenstein<br>Rathausplatz 1<br>95197 Schauenstein
a7637011-2d67-42d4-ac8a-5e8ca5907006;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schillingsfürst, Anton-Roth-Weg 9, 91583 Schillingsfürst;Verwaltungsgemeinschaft Schillingsfürst;Anton-Roth-Weg;9;91583;Schillingsfürst;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schillingsfürst<br>Anton-Roth-Weg 9<br>91583 Schillingsfürst
171c10f9-a2d8-4afb-a1e3-6dfba1359bec;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schirmitz, Hauptstraße 12, 92718 Schirmitz;Verwaltungsgemeinschaft Schirmitz;Hauptstraße;12;92718;Schirmitz;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schirmitz<br>Hauptstraße 12<br>92718 Schirmitz
0ee91f17-c871-4f60-b6f2-afab12f9b138;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schönberg, Marktplatz 16, 94513 Schönberg;Verwaltungsgemeinschaft Schönberg;Marktplatz;16;94513;Schönberg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schönberg<br>Marktplatz 16<br>94513 Schönberg
8724c33b-1baa-44c2-b8f6-909f0c99a519;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schondorf am Ammersee, Rathausplatz 1, 86938 Schondorf a.Ammersee;Verwaltungsgemeinschaft Schondorf am Ammersee;Rathausplatz;1;86938;Schondorf a.Ammersee;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schondorf am Ammersee<br>Rathausplatz 1<br>86938 Schondorf a.Ammersee
3bd00104-ac40-433e-99f1-f30595bce5c7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schrobenhausen, Herzoganger 1, 86529 Schrobenhausen;Verwaltungsgemeinschaft Schrobenhausen;Herzoganger;1;86529;Schrobenhausen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schrobenhausen<br>Herzoganger 1<br>86529 Schrobenhausen
028810cc-9c09-4dad-8ec7-42a5fc36f305;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schwarzach, Marktplatz 1, 94374 Schwarzach;Verwaltungsgemeinschaft Schwarzach;Marktplatz;1;94374;Schwarzach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schwarzach<br>Marktplatz 1<br>94374 Schwarzach
82417f66-edfe-45e3-b106-803e05a6fa87;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Schwarzenfeld, Viktor-Koch-Str. 4, 92521 Schwarzenfeld;Verwaltungsgemeinschaft Schwarzenfeld;Viktor-Koch-Str.;4;92521;Schwarzenfeld;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Schwarzenfeld<br>Viktor-Koch-Str. 4<br>92521 Schwarzenfeld
691c4f9e-1cd8-4a12-9c2d-1749044e1289;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Seeg, Hauptstraße 39, 87637 Seeg;Verwaltungsgemeinschaft Seeg;Hauptstraße;39;87637;Seeg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Seeg<br>Hauptstraße 39<br>87637 Seeg
4d2609e5-b56a-4ce6-a670-5c9efbb5753a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Seehausen a.Staffelsee, Am Graswegerer 1, 82418 Seehausen a.Staffelsee;Verwaltungsgemeinschaft Seehausen a.Staffelsee;Am Graswegerer;1;82418;Seehausen a.Staffelsee;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Seehausen a.Staffelsee<br>Am Graswegerer 1<br>82418 Seehausen a.Staffelsee
65fc735e-23b1-4744-b152-b277def1c7a4;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Siegenburg, Marienplatz 13, 93354 Siegenburg;Verwaltungsgemeinschaft Siegenburg;Marienplatz;13;93354;Siegenburg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Siegenburg<br>Marienplatz 13<br>93354 Siegenburg
166b93ab-3bfe-42ef-b8d7-4cf2240e9eb8;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Sigmarszell, Hauptstraße 28, 88138 Sigmarszell;Verwaltungsgemeinschaft Sigmarszell;Hauptstraße;28;88138;Sigmarszell;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Sigmarszell<br>Hauptstraße 28<br>88138 Sigmarszell
1493fabc-4d1b-4b42-8e89-e665c4fd870d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Stallwang, Straubinger Straße 18, 94375 Stallwang;Verwaltungsgemeinschaft Stallwang;Straubinger Straße;18;94375;Stallwang;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Stallwang<br>Straubinger Straße 18<br>94375 Stallwang
38b60ecd-02fe-4307-8d34-71723a221eb9;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Stauden, Rathausstraße 58, 86863 Langenneufnach;Verwaltungsgemeinschaft Stauden;Rathausstraße;58;86863;Langenneufnach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Stauden<br>Rathausstraße 58<br>86863 Langenneufnach
bb580143-249e-43ef-9e7d-aa35d88257fa;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Steinfeld, Steinfeld 86, 96187 Stadelhofen;Verwaltungsgemeinschaft Steinfeld;Steinfeld;86;96187;Stadelhofen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Steinfeld<br>Steinfeld 86<br>96187 Stadelhofen
58d86e29-80de-48ce-8d85-321ab2270e7c;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Steingaden, Krankenhausstraße 1, 86989 Steingaden;Verwaltungsgemeinschaft Steingaden;Krankenhausstraße;1;86989;Steingaden;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Steingaden<br>Krankenhausstraße 1<br>86989 Steingaden
b2c0b240-f449-4774-8756-7e8c90dceb4e;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Stötten a.Auerberg, Füssener Str. 11, 87675 Stötten a.Auerberg;Verwaltungsgemeinschaft Stötten a.Auerberg;Füssener Str.;11;87675;Stötten a.Auerberg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Stötten a.Auerberg<br>Füssener Str. 11<br>87675 Stötten a.Auerberg
4a0d9c12-3e7a-4056-ac6d-172397ed4b65;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Sünching, Schulstraße 26, 93104 Sünching;Verwaltungsgemeinschaft Sünching;Schulstraße;26;93104;Sünching;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Sünching<br>Schulstraße 26<br>93104 Sünching
c7027c08-8cb2-4f97-8985-dff63f44b734;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Tann, Marktplatz 6, 84367 Tann;Verwaltungsgemeinschaft Tann;Marktplatz;6;84367;Tann;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Tann<br>Marktplatz 6<br>84367 Tann
205bcdba-c375-4171-a708-0a24185596a6;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Thannhausen, Edmund-Zimmermann-Straße 3, 86470 Thannhausen;Verwaltungsgemeinschaft Thannhausen;Edmund-Zimmermann-Straße;3;86470;Thannhausen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Thannhausen<br>Edmund-Zimmermann-Straße 3<br>86470 Thannhausen
7f2f4ed3-397a-4ad2-92d1-4a5629ae1bb5;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Theres, Rathausstraße 3, 97531 Theres;Verwaltungsgemeinschaft Theres;Rathausstraße;3;97531;Theres;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Theres<br>Rathausstraße 3<br>97531 Theres
62949a8a-8e73-422d-90cf-14b337e80f72;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Thurmansbang, Gründelln 3, 94169 Thurmansbang;Verwaltungsgemeinschaft Thurmansbang;Gründelln;3;94169;Thurmansbang;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Thurmansbang<br>Gründelln 3<br>94169 Thurmansbang
c651c3c3-3c33-4020-bc4f-46dd08e95a94;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Tiefenbach, Hauptstraße 33, 93464 Tiefenbach;Verwaltungsgemeinschaft Tiefenbach;Hauptstraße;33;93464;Tiefenbach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Tiefenbach<br>Hauptstraße 33<br>93464 Tiefenbach
403a350a-6801-4a4a-8d8f-8b85e2b6a573;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Tittling, Marktplatz 10, 94104 Tittling;Verwaltungsgemeinschaft Tittling;Marktplatz;10;94104;Tittling;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Tittling<br>Marktplatz 10<br>94104 Tittling
219f6cab-271e-4dd1-95f2-002ca849bac1;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Uehlfeld, Rosenhofstr. 6, 91486 Uehlfeld;Verwaltungsgemeinschaft Uehlfeld;Rosenhofstr.;6;91486;Uehlfeld;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Uehlfeld<br>Rosenhofstr. 6<br>91486 Uehlfeld
ce7f4c8c-5bfe-47e2-b414-541a217d8f6a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Uffenheim, Marktplatz 16, 97215 Uffenheim;Verwaltungsgemeinschaft Uffenheim;Marktplatz;16;97215;Uffenheim;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Uffenheim<br>Marktplatz 16<br>97215 Uffenheim
8570ae30-dd65-4d5c-a1c6-b9b560ac8b56;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Unterammergau, Dorfstraße 23, 82497 Unterammergau;Verwaltungsgemeinschaft Unterammergau;Dorfstraße;23;82497;Unterammergau;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Unterammergau<br>Dorfstraße 23<br>82497 Unterammergau
57caa63f-b417-4171-a817-fc59acc736a8;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Unterneukirchen, Rathausplatz 11, 84579 Unterneukirchen;Verwaltungsgemeinschaft Unterneukirchen;Rathausplatz;11;84579;Unterneukirchen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Unterneukirchen<br>Rathausplatz 11<br>84579 Unterneukirchen
5f9109ac-ae3f-4e68-8aba-02b7fe39d25a;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Unterthingau, Marktplatz 9, 87647 Unterthingau;Verwaltungsgemeinschaft Unterthingau;Marktplatz;9;87647;Unterthingau;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Unterthingau<br>Marktplatz 9<br>87647 Unterthingau
11ae3f13-f381-4736-b1ae-80cd9ab2b006;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Uttenreuth, Erlanger Straße 40, 91080 Uttenreuth;Verwaltungsgemeinschaft Uttenreuth;Erlanger Straße;40;91080;Uttenreuth;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Uttenreuth<br>Erlanger Straße 40<br>91080 Uttenreuth
c74c58ce-aae6-4568-8059-620794f66aef;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Veitsbronn, Nürnberger Straße 2, 90587 Veitsbronn;Verwaltungsgemeinschaft Veitsbronn;Nürnberger Straße;2;90587;Veitsbronn;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Veitsbronn<br>Nürnberger Straße 2<br>90587 Veitsbronn
23875594-345d-415a-b1c0-341e6f9c181b;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Velden, Bahnhofstraße 42, 84149 Velden;Verwaltungsgemeinschaft Velden;Bahnhofstraße;42;84149;Velden;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Velden<br>Bahnhofstraße 42<br>84149 Velden
73ddf56f-f3ae-44c5-b8a9-edb117aa04c2;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Velden, Marktplatz 9, 91235 Velden;Verwaltungsgemeinschaft Velden;Marktplatz;9;91235;Velden;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Velden<br>Marktplatz 9<br>91235 Velden
225421cd-6ee1-4bff-84e3-e0c1abaa23ef;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Volkach, Marktplatz 1, 97332 Volkach;Verwaltungsgemeinschaft Volkach;Marktplatz;1;97332;Volkach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Volkach<br>Marktplatz 1<br>97332 Volkach
1215a060-f5e3-43fc-a129-d91811b14d96;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wackersdorf, Marktplatz 1, 92442 Wackersdorf;Verwaltungsgemeinschaft Wackersdorf;Marktplatz;1;92442;Wackersdorf;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wackersdorf<br>Marktplatz 1<br>92442 Wackersdorf
75454704-d772-4f80-8c96-d4ef05bc440d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Walderbach, Franz-Xaver-Witt-Str. 2, 93194 Walderbach;Verwaltungsgemeinschaft Walderbach;Franz-Xaver-Witt-Str.;2;93194;Walderbach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Walderbach<br>Franz-Xaver-Witt-Str. 2<br>93194 Walderbach
2bb09c4d-84ff-446d-9f48-bccc9054b109;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wartenberg, Marktplatz 8, 85456 Wartenberg;Verwaltungsgemeinschaft Wartenberg;Marktplatz;8;85456;Wartenberg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wartenberg<br>Marktplatz 8<br>85456 Wartenberg
eb214251-6ef0-458f-b6c4-a83da05f61f1;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Weidenberg, Rathausplatz 1, 95466 Weidenberg;Verwaltungsgemeinschaft Weidenberg;Rathausplatz;1;95466;Weidenberg;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Weidenberg<br>Rathausplatz 1<br>95466 Weidenberg
3f7fbb11-2ad0-478e-ad42-64c1246cabfb;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Weihenzell, Ansbacher Straße 15, 91629 Weihenzell;Verwaltungsgemeinschaft Weihenzell;Ansbacher Straße;15;91629;Weihenzell;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Weihenzell<br>Ansbacher Straße 15<br>91629 Weihenzell
80e2ba35-3ee4-4f35-bcb6-0cd96af04016;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Weiherhammer, Hauptstraße 3, 92729 Weiherhammer;Verwaltungsgemeinschaft Weiherhammer;Hauptstraße;3;92729;Weiherhammer;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Weiherhammer<br>Hauptstraße 3<br>92729 Weiherhammer
81a3e3ec-fbd1-446d-a1e5-8bedb0ebc217;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Weitnau, Hauchenbergweg 6, 87480 Weitnau;Verwaltungsgemeinschaft Weitnau;Hauchenbergweg;6;87480;Weitnau;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Weitnau<br>Hauchenbergweg 6<br>87480 Weitnau
1c809027-4e0d-49f8-ad16-6471516f1c92;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wemding, Marktplatz 3, 86650 Wemding;Verwaltungsgemeinschaft Wemding;Marktplatz;3;86650;Wemding;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wemding<br>Marktplatz 3<br>86650 Wemding
271447f5-cfb6-47cf-a12a-66effada204f;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Westendorf, Kaltentaler Str. 1, 87679 Westendorf;Verwaltungsgemeinschaft Westendorf;Kaltentaler Str.;1;87679;Westendorf;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Westendorf<br>Kaltentaler Str. 1<br>87679 Westendorf
3bf1c2a4-f4f1-43e9-adc5-d6b66b1ec623;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wiesau, Marktplatz 1, 95676 Wiesau;Verwaltungsgemeinschaft Wiesau;Marktplatz;1;95676;Wiesau;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wiesau<br>Marktplatz 1<br>95676 Wiesau
3ea65cdd-2b49-4d4a-a7f9-2aaab4e2cf8c;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Windach, Von-Pfetten-Füll-Platz 1, 86949 Windach;Verwaltungsgemeinschaft Windach;Von-Pfetten-Füll-Platz;1;86949;Windach;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Windach<br>Von-Pfetten-Füll-Platz 1<br>86949 Windach
9ef3bc0a-80f0-4b85-8117-caefb2f60ca4;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wörth a.d.Donau, Rathausplatz 1, 93086 Wörth a.d.Donau;Verwaltungsgemeinschaft Wörth a.d.Donau;Rathausplatz;1;93086;Wörth a.d.Donau;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wörth a.d.Donau<br>Rathausplatz 1<br>93086 Wörth a.d.Donau
e2ceda91-d51e-478a-81cd-69de35c24a22;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Wörth a.d.Isar, Am Kellerberg 2a, 84109 Wörth a.d.Isar;Verwaltungsgemeinschaft Wörth a.d.Isar;Am Kellerberg;2a;84109;Wörth a.d.Isar;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Wörth a.d.Isar<br>Am Kellerberg 2a<br>84109 Wörth a.d.Isar
401db305-62a3-4151-97d2-7959f91e907f;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Zellingen, Würzburger Straße 26, 97225 Zellingen;Verwaltungsgemeinschaft Zellingen;Würzburger Straße;26;97225;Zellingen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Zellingen<br>Würzburger Straße 26<br>97225 Zellingen
48d223ca-cc4a-4129-b78a-d5382a8de3e7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Ziemetshausen, Bgm.-Haide-Str. 1, 86473 Ziemetshausen;Verwaltungsgemeinschaft Ziemetshausen;Bgm.-Haide-Str.;1;86473;Ziemetshausen;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Ziemetshausen<br>Bgm.-Haide-Str. 1<br>86473 Ziemetshausen
5e3b63ab-7da4-4646-a0bc-67ded06f11a5;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Verwaltungsgemeinschaft Zolling, Rathausplatz 1, 85406 Zolling;Verwaltungsgemeinschaft Zolling;Rathausplatz;1;85406;Zolling;<h3>Abrufberechtigter: </h3><p>Verwaltungsgemeinschaft Zolling<br>Rathausplatz 1<br>85406 Zolling
efa83184-3958-4a4b-86e4-721e2f0cefcc;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Virtuelle Hochschule Bayern, Luitpoldstraße 5, 96052 Bamberg;Virtuelle Hochschule Bayern;Luitpoldstraße;5;96052;Bamberg;<h3>Abrufberechtigter: </h3><p>Virtuelle Hochschule Bayern<br>Luitpoldstraße 5<br>96052 Bamberg
#NV;Keine passende Eingruppierung;Vodafone 112, Beta-Str.6, 85774 Unterföhring;#NV;#NV;#NV;#NV;#NV;#NV
#NV;Keine passende Eingruppierung;Vodafone GmbH - Region Süd, Betastr. 6, 85774 Unterföhring;#NV;#NV;#NV;#NV;#NV;#NV
a028f8de-eb09-4182-b513-a3cabea5de03;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Wasserversorgung Bayerischer Wald, Waldwasserallee 1, 94554 Moos;Wasserversorgung Bayerischer Wald;Waldwasserallee;1;94554;Moos;<h3>Abrufberechtigter: </h3><p>Wasserversorgung Bayerischer Wald<br>Waldwasserallee 1<br>94554 Moos
87e7e0da-591e-406d-a570-65a674e8bffd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Ansbach, Dürrnerstr. 2, 91522 Ansbach;Wasserwirtschaftsamt Ansbach;Dürrnerstr.;2;91522;Ansbach;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Ansbach<br>Dürrnerstr. 2<br>91522 Ansbach
a6ad0755-3110-46c5-b5d0-42b603b7b0e8;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Aschaffenburg, Cornelienstraße 1, 63739 Aschaffenburg;Wasserwirtschaftsamt Aschaffenburg;Cornelienstraße;1;63739;Aschaffenburg;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Aschaffenburg<br>Cornelienstraße 1<br>63739 Aschaffenburg
6918806c-5d60-4e5a-bcee-71ebd6aa0c6a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Bad Kissingen, Kurhausstraße 26, 97688 Bad Kissingen;Wasserwirtschaftsamt Bad Kissingen;Kurhausstraße;26;97688;Bad Kissingen;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Bad Kissingen<br>Kurhausstraße 26<br>97688 Bad Kissingen
42353a3d-2cee-4ebd-85f5-c730cd823cad;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Deggendorf, Detterstr. 20, 94469 Deggendorf;Wasserwirtschaftsamt Deggendorf;Detterstr.;20;94469;Deggendorf;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Deggendorf<br>Detterstr. 20<br>94469 Deggendorf
732a3822-51dd-415b-a39a-dee2d8e33e21;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Donauwörth, Förgstr. 23, 86609 Donauwörth;Wasserwirtschaftsamt Donauwörth;Förgstr.;23;86609;Donauwörth;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Donauwörth<br>Förgstr. 23<br>86609 Donauwörth
24083ef2-3fc8-469e-9201-a0ce33b9e3df;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Hof, Jahnstraße 4, 95030 Hof;Wasserwirtschaftsamt Hof;Jahnstraße;4;95030;Hof;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Hof<br>Jahnstraße 4<br>95030 Hof
91cc07c6-1883-4620-b61e-e834737a47b3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Ingolstadt, Auf der Schanz 26, 85049 Ingolstadt;Wasserwirtschaftsamt Ingolstadt;Auf der Schanz;26;85049;Ingolstadt;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Ingolstadt<br>Auf der Schanz 26<br>85049 Ingolstadt
b7b8b823-e34b-4e93-89cf-8e9b452b84de;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Kempten, Rottachstraße 15, 87439 Kempten (Allgäu);Wasserwirtschaftsamt Kempten;Rottachstraße;15;87439;Kempten (Allgäu);<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Kempten<br>Rottachstraße 15<br>87439 Kempten (Allgäu)
045b4e75-5b7f-4e1b-8469-a0566fc1ae2f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Kronach, Kulmbacher Straße 15, 96317 Kronach;Wasserwirtschaftsamt Kronach;Kulmbacher Straße;15;96317;Kronach;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Kronach<br>Kulmbacher Straße 15<br>96317 Kronach
7176df65-b2d7-4d11-92ed-cf4dafc41324;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Wasserwirtschaftsamt Landshut, Seligenthaler Str. 12, 84034 Landshut;Wasserwirtschaftsamt Landshut;Seligenthaler Str.;12;84034;Landshut;<h3>Abrufberechtigter: </h3><p>Wasserwirtschaftsamt Landshut<br>Seligenthaler Str. 12<br>84034 Landshut
